0.002749112,0.062285989,0.701927933,0.002375251,0.023186212,0.00019,0.432281742,0.02173571,0.0000814,0.144128114,0.200523841,0.194198203,0.488681555,0.051058975,0.006859398,0.414020619,0.001752338,0.054287273,0.003189475,0.024818063,0.086328762,0.004982903,0.06184681,0.020157459,0.01343403,0.087103247,0.250608273,0.288281938,0.30837616,0.022677647,0.504797514,0.117056297,0.307223363,0.205553646,0.480272407,0.000107,0.523323544,0.513499089,0.760608084,0.008227179,1
0.000356,0.077192842,0.152493807,0.002734041,0.00321393,0.049181471,0.123297339,0.00632595,0.0000541,0.058718861,0.112041848,0.113880907,0.1579275,0.028952435,0.007426652,0.017319588,0.043881165,0.003018276,0.033333215,0.000363,0.065564305,0.015974233,0.025904153,0.005077869,0.008142443,0.019609632,0.058394161,0.172243772,0.059378515,0.307535177,0.308709278,0.000119,0.21575816,0.033531148,0.218687526,0.0000966,0.002355794,0.050740539,0.180052935,0.006802769,1
0.000366,0.012866697,0.157427951,0.000108,0.014292638,0.000426,0.023431435,0.000275,0.000145,0.06227758,0.036028607,0.106193067,0.032143021,0.042929473,0.001427511,0.016494845,0.002811448,0.000663,0.0000959,0.000148,0.07048461,0.015930339,0.018186194,0.003792304,0.011953586,0.146616198,0.092457421,0.077587856,0.107184766,0.005298028,0.594037239,0.022711378,0.206687057,0.036464751,0.178853051,0.000137,0.003303755,0.095838463,0.393621989,0,1
0.003176232,0.060866924,0.582556907,0.005131543,0.015908105,0.004879276,0.203613522,0.012309965,0.000145,0.113879004,0.09606247,0.074432964,0.082592721,0.05034586,0.002352619,0.095257732,0.047624129,0.008582085,0.003189475,0.003080249,0.175783212,0.019968204,0.055641502,0.008704096,0.009322797,0.046470266,0.114355231,0.297172703,0.324267688,0.02858498,0.502661307,0.029322357,0.042192148,0.06451224,0.363068271,0.000137,0.090153437,0.260789754,0.790823912,0.00275311,1
0.006052831,0.066181408,0.682281982,0.022662228,0.024104478,0.026906548,0.266638436,0.00871477,0.000791,0.190391459,0.180950943,0.408800514,0.13828406,0.114668758,0.007857952,0.044948454,0.025125498,0.043878967,0.007899102,0.007790551,0.136296753,0.088568082,0.056432206,0.018508381,0.039561869,0.161391828,0.155717762,0.190987873,0.46045184,0.02043194,1,0.032788461,0.437319311,0.130743537,0.497752318,0.000107,0.083529427,0.210728486,0.543367608,0.002988824,1
0.001583857,0.065888384,0.28235267,0.005748997,0.025065256,0.024211245,0.167831181,0.013104665,0.0000902,0.076512456,0.160727266,0.078620774,0.041905839,0.037581117,0.00105403,0.03628866,0.001512975,0.02489656,0.000291,0.006219188,0.117728264,0.118800514,0.046273377,0.045972108,0.014294288,0.142922291,0.124087591,0.352155393,0.261540379,0.054641646,0.245763986,0.083229333,0.111157665,0.091697643,0.445310081,0.00011,0.055929035,0.168036846,0.380589143,0.00869574,1
0.000923,0.399044835,0.101796279,0.006791993,0.040531234,0.172664511,0.236078763,0.02321603,0.003021891,0.21886121,0.107770329,0.400165067,0.056828454,0.014476218,0.000852,0.03257732,0.091581817,0.002731792,0.013105974,0.008445601,0.106042303,0.012430813,0.064992437,0.011331636,0.002670801,0.111318862,0.104622871,0.156080639,0.156128917,0.0192589,0.078964453,0.03305145,0.126785939,0.023380281,0.188246117,0.000119,0.035310471,0.148877994,0.241951374,0.036808574,1
0.004722466,0.042574608,0.292401385,0.000501,0.006308826,0.004234103,0.136495166,0.007086892,0.000671,0.133451957,0.202074702,0.028978419,0.168838593,0.050773729,0.007426652,0.021443299,0.043881165,0.001380974,0.033333215,0.001346071,0.064990087,0.001191971,0.047562569,0.006767956,0.017375213,0.016919008,0.0243309,0.047997316,0.244808604,0.067369572,0.710502259,0.000119,0.181149705,0.058973845,0.468605605,0.0000966,0.080284596,0.110362536,0.444180109,0.02099959,1
0.000931,0.041405181,0.31783336,0.003543407,0.016945406,0.010001395,0.0974663,0.026331353,0.0000902,0.081850534,0.098342675,0.23170508,0.12188704,0.024602439,0.002480759,0.01814433,0.001512975,0.056261613,0.001971224,0.001535392,0.09412673,0.030096227,0.039380501,0.009896695,0.017945384,0.214018606,0.153284672,0.29394334,0.113325497,0.02275661,0.247383445,0.052797107,0.044831776,0.069594748,0.379387765,0.00011,0.018752007,0.09027048,0.317697012,0.003470898,1
0.000674,0.055460662,0.458259975,0.000236,0.005917713,0.065330048,0.032041781,0.015213809,0.002937883,0.117437722,0.198711925,0.307605307,0.067567182,0.038579477,0.00095,0.131134021,0,0.04629412,0.004361554,0.007336181,0.094613387,0.050047884,0.027055831,0.013072937,0.014704411,0.122628603,0.260340633,0.319094186,0.163380676,0.023887042,0.094105264,0.026230638,0.127498219,0.077007505,0.322565404,0.00009,0.081695677,0.370071004,0.702651784,0.006568548,1
