gene	Mutation Type	dead	alive	percentage
DSG3	Missense_Mutation	8.0	4.0	66.66666666666666
SPATA31A6	Missense_Mutation	0.0	5.0	0.0
CDKL5	Missense_Mutation	2.0	6.0	25.0
MEGF10	Missense_Mutation	1.0	4.0	20.0
DNAH2	Missense_Mutation	14.0	10.0	58.333333333333336
DAGLA	Missense_Mutation	2.0	5.0	28.57142857142857
PAN2	Missense_Mutation	1.0	4.0	20.0
OR4P4	Missense_Mutation	3.0	5.0	37.5
HPSE2	Missense_Mutation	2.0	3.0	40.0
POTEF	Missense_Mutation	5.0	2.0	71.42857142857143
USHBP1	Missense_Mutation	3.0	4.0	42.857142857142854
RGPD4	Missense_Mutation	5.0	1.0	83.33333333333334
TUBA3C	Missense_Mutation	3.0	9.0	25.0
FAM65A	Silent	2.0	4.0	33.33333333333333
AP005901.1	RNA	4.0	2.0	66.66666666666666
SMCHD1	Missense_Mutation	6.0	3.0	66.66666666666666
SPTA1	Missense_Mutation	25.0	9.0	73.52941176470588
CYP4F3	Missense_Mutation	4.0	4.0	50.0
CD22	Missense_Mutation	6.0	4.0	60.0
PCDHB7	Missense_Mutation	4.0	4.0	50.0
WDR65	Missense_Mutation	4.0	2.0	66.66666666666666
ZNF638	Missense_Mutation	4.0	8.0	33.33333333333333
PTPN9	Missense_Mutation	0.0	5.0	0.0
TMPRSS15	Missense_Mutation	4.0	10.0	28.57142857142857
STAB2	Silent	4.0	2.0	66.66666666666666
TMC5	Missense_Mutation	1.0	7.0	12.5
CCDC82	Missense_Mutation	0.0	6.0	0.0
SRGAP2	Missense_Mutation	1.0	5.0	16.666666666666664
COL4A4	Missense_Mutation	6.0	4.0	60.0
ANK2	Missense_Mutation	8.0	8.0	50.0
KRT36	Missense_Mutation	1.0	4.0	20.0
ULK2	Missense_Mutation	3.0	3.0	50.0
FLNB	Missense_Mutation	2.0	6.0	25.0
ITGAD	Silent	6.0	2.0	75.0
GPR112	Missense_Mutation	9.0	6.0	60.0
NGEF	Missense_Mutation	3.0	4.0	42.857142857142854
TNXB	Missense_Mutation	3.0	10.0	23.076923076923077
MORC1	Missense_Mutation	2.0	4.0	33.33333333333333
SLC7A5	Missense_Mutation	2.0	3.0	40.0
LRRC32	Missense_Mutation	3.0	5.0	37.5
AMPD1	Missense_Mutation	5.0	3.0	62.5
KRT28	Missense_Mutation	3.0	2.0	60.0
NLRP12	Missense_Mutation	6.0	4.0	60.0
PKP2	Missense_Mutation	3.0	3.0	50.0
SIPA1L2	Missense_Mutation	4.0	4.0	50.0
COX10	Missense_Mutation	4.0	1.0	80.0
SOHLH1	Missense_Mutation	1.0	4.0	20.0
NFRKB	Missense_Mutation	1.0	4.0	20.0
KNTC1	Silent	3.0	2.0	60.0
CYP2D6	Missense_Mutation	4.0	2.0	66.66666666666666
RUNX1T1	Missense_Mutation	0.0	5.0	0.0
EVI2B	Missense_Mutation	0.0	6.0	0.0
OVCH1	Missense_Mutation	3.0	3.0	50.0
CROCCP2	RNA	9.0	34.0	20.930232558139537
ZAN	Silent	3.0	2.0	60.0
PSG7	RNA	1.0	5.0	16.666666666666664
MACF1	Silent	2.0	3.0	40.0
SERPINB3	Missense_Mutation	4.0	3.0	57.14285714285714
TNN	Missense_Mutation	3.0	6.0	33.33333333333333
SPTBN4	Missense_Mutation	2.0	5.0	28.57142857142857
MTHFR	Missense_Mutation	1.0	5.0	16.666666666666664
UGT2B10	Missense_Mutation	7.0	4.0	63.63636363636363
SIGLEC8	Missense_Mutation	4.0	5.0	44.44444444444444
KIAA1549	Missense_Mutation	6.0	4.0	60.0
POM121L12	Missense_Mutation	6.0	5.0	54.54545454545454
HLA-DRB6	RNA	5.0	14.0	26.31578947368421
SPEG	Missense_Mutation	5.0	4.0	55.55555555555556
IGHG3	RNA	2.0	3.0	40.0
PCDH15	Missense_Mutation	4.0	7.0	36.36363636363637
FOXP2	Missense_Mutation	2.0	4.0	33.33333333333333
SOS2	Missense_Mutation	0.0	5.0	0.0
CCNB3	Missense_Mutation	2.0	3.0	40.0
TACR3	Missense_Mutation	6.0	1.0	85.71428571428571
KAT6B	Missense_Mutation	1.0	7.0	12.5
LPA	Missense_Mutation	2.0	5.0	28.57142857142857
NACA	Missense_Mutation	2.0	5.0	28.57142857142857
TOP2A	Missense_Mutation	1.0	4.0	20.0
PCDHB12	Silent	4.0	2.0	66.66666666666666
TLL2	Missense_Mutation	5.0	2.0	71.42857142857143
PCDH11X	Missense_Mutation	13.0	4.0	76.47058823529412
IL1RAPL2	Missense_Mutation	5.0	4.0	55.55555555555556
DYNC2H1	Missense_Mutation	3.0	7.0	30.0
OR5L2	Missense_Mutation	2.0	3.0	40.0
BRDT	Missense_Mutation	3.0	2.0	60.0
LMOD2	Missense_Mutation	2.0	3.0	40.0
NCKAP5	Missense_Mutation	4.0	3.0	57.14285714285714
GPRC6A	Missense_Mutation	3.0	3.0	50.0
OR2G6	Missense_Mutation	1.0	5.0	16.666666666666664
ARRB2	Silent	2.0	4.0	33.33333333333333
CHRND	Missense_Mutation	3.0	3.0	50.0
ADAMTS12	Missense_Mutation	6.0	4.0	60.0
CTNNA3	Missense_Mutation	1.0	4.0	20.0
SYNE1	Silent	5.0	8.0	38.46153846153847
ABCB1	Missense_Mutation	9.0	4.0	69.23076923076923
IGSF3	Missense_Mutation	3.0	2.0	60.0
FES	Missense_Mutation	2.0	4.0	33.33333333333333
CYP3A7	Missense_Mutation	4.0	1.0	80.0
PDZD3	Missense_Mutation	2.0	3.0	40.0
RYR2	Silent	8.0	3.0	72.72727272727273
JPH1	Missense_Mutation	4.0	4.0	50.0
CHSY3	Missense_Mutation	2.0	3.0	40.0
PIK3CA	Splice_Site	2.0	3.0	40.0
TPTE2P6	RNA	3.0	21.0	12.5
CFTR	Missense_Mutation	5.0	3.0	62.5
LILRB1	Missense_Mutation	4.0	3.0	57.14285714285714
DSC3	Missense_Mutation	3.0	5.0	37.5
GPR133	Silent	5.0	1.0	83.33333333333334
PCDHA11	Silent	1.0	4.0	20.0
ATP10B	Missense_Mutation	5.0	5.0	50.0
C3orf67	Missense_Mutation	5.0	2.0	71.42857142857143
ST6GAL2	Missense_Mutation	5.0	3.0	62.5
LILRB3	Missense_Mutation	2.0	6.0	25.0
ARFGEF2	Missense_Mutation	1.0	5.0	16.666666666666664
KIR2DL1	Missense_Mutation	2.0	3.0	40.0
CIZ1	Missense_Mutation	1.0	4.0	20.0
MAN2B2	Missense_Mutation	0.0	5.0	0.0
NOS1	Silent	6.0	4.0	60.0
NRAS	Missense_Mutation	2.0	3.0	40.0
HSPA1L	Missense_Mutation	1.0	4.0	20.0
CATSPERD	Silent	0.0	5.0	0.0
KCNH8	Missense_Mutation	3.0	4.0	42.857142857142854
NLRP3	Missense_Mutation	6.0	1.0	85.71428571428571
COL4A2	Silent	3.0	2.0	60.0
TNRC18	Missense_Mutation	2.0	4.0	33.33333333333333
PCDHA3	Missense_Mutation	2.0	3.0	40.0
SCNN1B	Missense_Mutation	3.0	3.0	50.0
LHFPL1	Missense_Mutation	2.0	3.0	40.0
GRIP2	RNA	0.0	5.0	0.0
MAP1A	Missense_Mutation	3.0	5.0	37.5
HCN1	Silent	4.0	2.0	66.66666666666666
MAGEB6	Missense_Mutation	4.0	3.0	57.14285714285714
HLA-V	RNA	3.0	6.0	33.33333333333333
NOTCH3	Silent	1.0	6.0	14.285714285714285
FBN2	Silent	3.0	5.0	37.5
URGCP	Missense_Mutation	1.0	6.0	14.285714285714285
ZNF229	Missense_Mutation	2.0	3.0	40.0
ABCA6	Silent	1.0	4.0	20.0
PSD4	Missense_Mutation	5.0	0.0	100.0
NR3C2	Silent	1.0	4.0	20.0
ATM	Missense_Mutation	4.0	5.0	44.44444444444444
ZFP64	Missense_Mutation	1.0	4.0	20.0
TUBBP5	Silent	7.0	4.0	63.63636363636363
VPS8	Missense_Mutation	4.0	1.0	80.0
HS6ST1	Missense_Mutation	0.0	5.0	0.0
COL7A1	Missense_Mutation	6.0	14.0	30.0
PLXNA3	Missense_Mutation	1.0	5.0	16.666666666666664
CHRNA1	Missense_Mutation	2.0	3.0	40.0
HK2	Missense_Mutation	3.0	2.0	60.0
SLCO1B3	Missense_Mutation	2.0	5.0	28.57142857142857
SEMA3G	Silent	3.0	3.0	50.0
CNGB1	Missense_Mutation	2.0	4.0	33.33333333333333
TAF7L	Missense_Mutation	2.0	3.0	40.0
SCAF1	In_Frame_Del	2.0	4.0	33.33333333333333
TTC30B	Missense_Mutation	3.0	5.0	37.5
PKD1	Missense_Mutation	1.0	4.0	20.0
TNC	Silent	1.0	4.0	20.0
PTPRG	Missense_Mutation	1.0	4.0	20.0
IGHG2	RNA	1.0	4.0	20.0
KALRN	Missense_Mutation	4.0	6.0	40.0
PRPF40B	Missense_Mutation	3.0	6.0	33.33333333333333
MGAT4C	Missense_Mutation	3.0	4.0	42.857142857142854
CPEB4	Missense_Mutation	1.0	4.0	20.0
DDI1	Missense_Mutation	3.0	4.0	42.857142857142854
BCAR3	Missense_Mutation	2.0	4.0	33.33333333333333
XDH	Missense_Mutation	1.0	9.0	10.0
TGM3	Missense_Mutation	4.0	2.0	66.66666666666666
ARMC4	Missense_Mutation	3.0	4.0	42.857142857142854
HUWE1	Missense_Mutation	4.0	4.0	50.0
NCOA3	Silent	2.0	7.0	22.22222222222222
SHROOM3	Missense_Mutation	2.0	8.0	20.0
ZSCAN1	Missense_Mutation	4.0	1.0	80.0
KCNQ4	Missense_Mutation	1.0	5.0	16.666666666666664
KIF20B	Missense_Mutation	5.0	3.0	62.5
SYTL4	Missense_Mutation	1.0	5.0	16.666666666666664
SLC9A2	Missense_Mutation	1.0	7.0	12.5
CUX1	Missense_Mutation	4.0	3.0	57.14285714285714
DOCK8	Missense_Mutation	3.0	9.0	25.0
ADCY2	Silent	0.0	5.0	0.0
GABRD	Missense_Mutation	1.0	4.0	20.0
KIF4B	Missense_Mutation	6.0	3.0	66.66666666666666
RBM47	Missense_Mutation	6.0	6.0	50.0
TTC37	Missense_Mutation	1.0	5.0	16.666666666666664
UNC13C	Missense_Mutation	4.0	2.0	66.66666666666666
CSAG4	RNA	1.0	6.0	14.285714285714285
TRAIP	Missense_Mutation	0.0	5.0	0.0
NTN4	Missense_Mutation	2.0	3.0	40.0
DSCAM	Missense_Mutation	4.0	6.0	40.0
MAP3K15	Missense_Mutation	1.0	5.0	16.666666666666664
DMBT1	Silent	3.0	2.0	60.0
SLITRK6	Missense_Mutation	6.0	2.0	75.0
RRN3P1	RNA	2.0	4.0	33.33333333333333
AC019118.2	RNA	2.0	5.0	28.57142857142857
C15orf2	Missense_Mutation	4.0	2.0	66.66666666666666
ADAMTS10	Missense_Mutation	3.0	2.0	60.0
LRRC37A11P	RNA	3.0	4.0	42.857142857142854
NIPBL	Missense_Mutation	3.0	8.0	27.27272727272727
HYDIN	Silent	1.0	5.0	16.666666666666664
PTPRD	Missense_Mutation	6.0	8.0	42.857142857142854
NOTCH2	Missense_Mutation	3.0	8.0	27.27272727272727
IGHV1OR15-9	RNA	0.0	5.0	0.0
SMARCA4	Silent	2.0	4.0	33.33333333333333
SLC6A2	Missense_Mutation	2.0	3.0	40.0
CDK5RAP2	Missense_Mutation	4.0	1.0	80.0
C5	Missense_Mutation	1.0	4.0	20.0
SLC9C2	Missense_Mutation	4.0	2.0	66.66666666666666
LRRC8A	Missense_Mutation	2.0	3.0	40.0
ZFHX3	Missense_Mutation	5.0	6.0	45.45454545454545
CHL1	Missense_Mutation	4.0	3.0	57.14285714285714
TRBV29-1	RNA	2.0	7.0	22.22222222222222
PCDH18	Missense_Mutation	2.0	3.0	40.0
ATP11A	Missense_Mutation	2.0	3.0	40.0
PCDHB5	Missense_Mutation	6.0	2.0	75.0
TSC2	Missense_Mutation	2.0	4.0	33.33333333333333
CDH1	Missense_Mutation	2.0	4.0	33.33333333333333
TUBB4A	Missense_Mutation	3.0	2.0	60.0
PCDHGA2	Missense_Mutation	1.0	4.0	20.0
CASR	Silent	4.0	3.0	57.14285714285714
C9orf131	Missense_Mutation	2.0	6.0	25.0
FAM126B	Missense_Mutation	4.0	3.0	57.14285714285714
PMS2CL	RNA	1.0	10.0	9.090909090909092
NCOR2	Missense_Mutation	2.0	4.0	33.33333333333333
OPHN1	Missense_Mutation	1.0	4.0	20.0
ZBTB38	Missense_Mutation	0.0	5.0	0.0
PSG8	Missense_Mutation	5.0	4.0	55.55555555555556
LZTR1	Missense_Mutation	7.0	6.0	53.84615384615385
FAM47A	Missense_Mutation	5.0	7.0	41.66666666666667
MBD6	Missense_Mutation	4.0	1.0	80.0
KLHL1	Missense_Mutation	2.0	3.0	40.0
PPL	Missense_Mutation	1.0	5.0	16.666666666666664
PLCXD3	Missense_Mutation	2.0	5.0	28.57142857142857
ADAMTS15	Missense_Mutation	3.0	4.0	42.857142857142854
REV3L	Missense_Mutation	2.0	3.0	40.0
PRR23B	Missense_Mutation	3.0	3.0	50.0
FRMPD4	Silent	3.0	2.0	60.0
GRIN2C	Missense_Mutation	3.0	2.0	60.0
CALCR	Missense_Mutation	7.0	2.0	77.77777777777779
KIAA0319	Missense_Mutation	4.0	1.0	80.0
SCN4A	Silent	3.0	2.0	60.0
TPH1	Missense_Mutation	2.0	4.0	33.33333333333333
NOX4	Splice_Site	3.0	5.0	37.5
GTF2IRD2P1	RNA	6.0	10.0	37.5
ST18	Missense_Mutation	5.0	2.0	71.42857142857143
TET2	Missense_Mutation	3.0	4.0	42.857142857142854
UBR4	Silent	2.0	3.0	40.0
CROCCP3	RNA	2.0	3.0	40.0
AADACL2	Missense_Mutation	2.0	5.0	28.57142857142857
EMG1	RNA	0.0	7.0	0.0
FLCN	Missense_Mutation	1.0	4.0	20.0
URB2	Missense_Mutation	1.0	6.0	14.285714285714285
PDE8A	Missense_Mutation	4.0	3.0	57.14285714285714
SCAF11	Missense_Mutation	2.0	5.0	28.57142857142857
KANK4	Missense_Mutation	3.0	2.0	60.0
NOTCH2	Frame_Shift_Del	3.0	2.0	60.0
BVES	Missense_Mutation	4.0	1.0	80.0
COL6A6	Missense_Mutation	6.0	2.0	75.0
MAML1	Missense_Mutation	1.0	5.0	16.666666666666664
UBR1	Missense_Mutation	1.0	6.0	14.285714285714285
CACNA1E	Missense_Mutation	7.0	4.0	63.63636363636363
Unknown	Silent	3.0	2.0	60.0
ARID1A	Frame_Shift_Del	1.0	8.0	11.11111111111111
PREX2	Missense_Mutation	4.0	5.0	44.44444444444444
SETBP1	Silent	2.0	3.0	40.0
CRNN	Missense_Mutation	4.0	1.0	80.0
NLRP8	Missense_Mutation	2.0	6.0	25.0
PRIC285	Missense_Mutation	5.0	1.0	83.33333333333334
AVPR1A	Missense_Mutation	5.0	2.0	71.42857142857143
IGF2R	Silent	1.0	4.0	20.0
TENM1	Missense_Mutation	2.0	9.0	18.181818181818183
UGGT1	Missense_Mutation	4.0	3.0	57.14285714285714
CRHR2	Missense_Mutation	2.0	3.0	40.0
WASH2P	Missense_Mutation	8.0	1.0	88.88888888888889
GREB1	Missense_Mutation	1.0	5.0	16.666666666666664
RP11-798G7.5	RNA	8.0	34.0	19.047619047619047
GPR124	Missense_Mutation	2.0	4.0	33.33333333333333
OR51E2	Missense_Mutation	3.0	2.0	60.0
HLA-DOA	Silent	4.0	1.0	80.0
TEX15	Missense_Mutation	7.0	4.0	63.63636363636363
FTX	RNA	2.0	3.0	40.0
SPHKAP	Missense_Mutation	4.0	2.0	66.66666666666666
CLIP2	Missense_Mutation	2.0	4.0	33.33333333333333
XIRP2	Missense_Mutation	7.0	7.0	50.0
IL31RA	Silent	2.0	3.0	40.0
RPL10	Missense_Mutation	2.0	3.0	40.0
ITGA6	Missense_Mutation	0.0	5.0	0.0
ANAPC1	Missense_Mutation	5.0	3.0	62.5
MGAM	Silent	3.0	2.0	60.0
TRPM2	Missense_Mutation	7.0	8.0	46.666666666666664
CPSF1	Missense_Mutation	4.0	2.0	66.66666666666666
TNS3	Missense_Mutation	1.0	4.0	20.0
FMN2	Missense_Mutation	2.0	3.0	40.0
RP1L1	Missense_Mutation	7.0	10.0	41.17647058823529
ZFHX3	Silent	3.0	11.0	21.428571428571427
ARSE	Missense_Mutation	5.0	1.0	83.33333333333334
ODZ4	Missense_Mutation	5.0	0.0	100.0
ASZ1	Missense_Mutation	5.0	0.0	100.0
ARHGAP35	Missense_Mutation	2.0	3.0	40.0
FPR2	Missense_Mutation	3.0	2.0	60.0
PCDHB7	Silent	3.0	5.0	37.5
KCNB2	Missense_Mutation	7.0	5.0	58.333333333333336
FERMT3	Missense_Mutation	1.0	7.0	12.5
CSN3	Missense_Mutation	2.0	4.0	33.33333333333333
SVIL	Missense_Mutation	3.0	7.0	30.0
BTAF1	Missense_Mutation	3.0	5.0	37.5
LTBP2	Missense_Mutation	4.0	5.0	44.44444444444444
RP11-248G5.8	RNA	0.0	7.0	0.0
LRRK1	Silent	3.0	5.0	37.5
GOLGA3	Silent	2.0	5.0	28.57142857142857
CXCR2	Missense_Mutation	1.0	4.0	20.0
PCSK2	Silent	2.0	5.0	28.57142857142857
SEMA3E	Missense_Mutation	5.0	6.0	45.45454545454545
SLITRK3	Missense_Mutation	2.0	3.0	40.0
NNT	Missense_Mutation	1.0	5.0	16.666666666666664
NSD1	Missense_Mutation	0.0	5.0	0.0
AGBL5	Missense_Mutation	1.0	4.0	20.0
NLRC3	RNA	1.0	4.0	20.0
RLIM	Silent	1.0	4.0	20.0
ADAMTS3	Missense_Mutation	2.0	6.0	25.0
HRNR	Missense_Mutation	9.0	9.0	50.0
CDK12	Missense_Mutation	2.0	4.0	33.33333333333333
IRF8	Missense_Mutation	2.0	4.0	33.33333333333333
THSD7A	Missense_Mutation	4.0	2.0	66.66666666666666
SLC4A5	Missense_Mutation	3.0	3.0	50.0
NDST3	Missense_Mutation	5.0	1.0	83.33333333333334
BFSP1	Missense_Mutation	1.0	5.0	16.666666666666664
CNTNAP4	Missense_Mutation	3.0	2.0	60.0
DNAH10	Missense_Mutation	5.0	7.0	41.66666666666667
ERG	Missense_Mutation	3.0	2.0	60.0
FHOD3	Missense_Mutation	1.0	4.0	20.0
TDRD6	Missense_Mutation	5.0	4.0	55.55555555555556
NRAP	Missense_Mutation	0.0	7.0	0.0
LRRC66	Missense_Mutation	3.0	2.0	60.0
COL22A1	Missense_Mutation	7.0	3.0	70.0
LL22NC03-80A10.6	RNA	19.0	38.0	33.33333333333333
RP11-377D9.3	RNA	1.0	5.0	16.666666666666664
SMARCA1	Missense_Mutation	4.0	1.0	80.0
RIPK4	Silent	3.0	4.0	42.857142857142854
HMCN1	Missense_Mutation	15.0	22.0	40.54054054054054
PCMTD1	Missense_Mutation	4.0	2.0	66.66666666666666
HIF3A	Missense_Mutation	5.0	1.0	83.33333333333334
KANK1	Silent	1.0	8.0	11.11111111111111
F5	Missense_Mutation	9.0	6.0	60.0
TMTC2	Missense_Mutation	2.0	7.0	22.22222222222222
STAT6	Missense_Mutation	1.0	4.0	20.0
MAN2B2	Silent	2.0	5.0	28.57142857142857
PDCD11	Missense_Mutation	3.0	4.0	42.857142857142854
CLEC4M	Missense_Mutation	2.0	3.0	40.0
OBSCN	Silent	8.0	9.0	47.05882352941176
PTDSS1	Missense_Mutation	3.0	2.0	60.0
KIAA1211	Missense_Mutation	1.0	5.0	16.666666666666664
KLHL34	Missense_Mutation	5.0	2.0	71.42857142857143
ARL6	Missense_Mutation	3.0	2.0	60.0
NUP155	Missense_Mutation	2.0	3.0	40.0
SDHAP2	Missense_Mutation	6.0	2.0	75.0
OBSCN	Missense_Mutation	19.0	22.0	46.34146341463415
KCNT1	Missense_Mutation	4.0	2.0	66.66666666666666
CIC	Nonsense_Mutation	1.0	8.0	11.11111111111111
TRIM54	Missense_Mutation	1.0	4.0	20.0
TYK2	Missense_Mutation	3.0	6.0	33.33333333333333
REXO1	Missense_Mutation	4.0	3.0	57.14285714285714
RPS6KA6	Missense_Mutation	1.0	4.0	20.0
CCDC135	Missense_Mutation	3.0	5.0	37.5
INADL	Missense_Mutation	1.0	5.0	16.666666666666664
LPO	Missense_Mutation	2.0	3.0	40.0
USP28	Missense_Mutation	3.0	3.0	50.0
ZW10	Missense_Mutation	4.0	2.0	66.66666666666666
SETD2	Missense_Mutation	7.0	5.0	58.333333333333336
AZGP1	Missense_Mutation	4.0	1.0	80.0
MYO3A	Missense_Mutation	6.0	7.0	46.15384615384615
ARAP2	Missense_Mutation	2.0	4.0	33.33333333333333
FRG1B	Splice_Site	3.0	3.0	50.0
EPB41L3	Missense_Mutation	5.0	6.0	45.45454545454545
KIF16B	Missense_Mutation	5.0	6.0	45.45454545454545
MAP3K4	Missense_Mutation	3.0	4.0	42.857142857142854
NTRK1	Silent	3.0	2.0	60.0
NRP1	Missense_Mutation	0.0	5.0	0.0
TMEM132D	Silent	6.0	4.0	60.0
PIWIL3	Missense_Mutation	2.0	3.0	40.0
ADH1C	RNA	4.0	6.0	40.0
HEATR5B	Missense_Mutation	3.0	5.0	37.5
KCNJ5	Missense_Mutation	2.0	3.0	40.0
CAPN13	Missense_Mutation	4.0	1.0	80.0
ITGA4	Missense_Mutation	4.0	4.0	50.0
ZNF229	Silent	5.0	0.0	100.0
PAPPA	Missense_Mutation	2.0	4.0	33.33333333333333
LUM	Missense_Mutation	4.0	3.0	57.14285714285714
ITSN1	Silent	2.0	4.0	33.33333333333333
STK10	Missense_Mutation	4.0	1.0	80.0
ZCCHC12	Missense_Mutation	2.0	6.0	25.0
MYT1L	Silent	1.0	5.0	16.666666666666664
POM121L12	Silent	5.0	2.0	71.42857142857143
NRXN1	Missense_Mutation	5.0	4.0	55.55555555555556
RBFOX1	Missense_Mutation	3.0	4.0	42.857142857142854
HMGB3	Silent	2.0	6.0	25.0
SELE	Missense_Mutation	6.0	3.0	66.66666666666666
LPHN2	Missense_Mutation	1.0	6.0	14.285714285714285
NFATC2	Missense_Mutation	5.0	4.0	55.55555555555556
ATRX	Frame_Shift_Ins	5.0	19.0	20.833333333333336
TNC	Missense_Mutation	2.0	8.0	20.0
PER2	Missense_Mutation	4.0	4.0	50.0
SLC6A20	Missense_Mutation	1.0	4.0	20.0
PCDHA3	Silent	1.0	6.0	14.285714285714285
TRIML1	Silent	1.0	5.0	16.666666666666664
XIST	RNA	1.0	8.0	11.11111111111111
MGAM	Missense_Mutation	9.0	5.0	64.28571428571429
RLIM	Missense_Mutation	4.0	1.0	80.0
MYOM1	Missense_Mutation	3.0	3.0	50.0
MYO1F	Missense_Mutation	2.0	7.0	22.22222222222222
EP400	Missense_Mutation	3.0	5.0	37.5
TSPEAR	Missense_Mutation	3.0	2.0	60.0
IQGAP1	Missense_Mutation	0.0	6.0	0.0
MDC1	Silent	2.0	3.0	40.0
TLR6	Missense_Mutation	4.0	3.0	57.14285714285714
PTPN18	In_Frame_Del	1.0	6.0	14.285714285714285
IFT140	Missense_Mutation	2.0	4.0	33.33333333333333
HEATR7B2	Missense_Mutation	9.0	1.0	90.0
UBBP4	Missense_Mutation	4.0	22.0	15.384615384615385
BZRAP1	Missense_Mutation	1.0	6.0	14.285714285714285
DDX5	Missense_Mutation	3.0	2.0	60.0
PMFBP1	Missense_Mutation	3.0	2.0	60.0
SLC22A25	Missense_Mutation	3.0	2.0	60.0
DNAI1	Missense_Mutation	1.0	4.0	20.0
CATSPERD	Missense_Mutation	5.0	1.0	83.33333333333334
RRAGA	Missense_Mutation	2.0	3.0	40.0
TENM4	Silent	0.0	5.0	0.0
ROCK1P1	RNA	4.0	1.0	80.0
TANC1	Missense_Mutation	1.0	7.0	12.5
LATS2	Missense_Mutation	1.0	5.0	16.666666666666664
AADACL4	Missense_Mutation	3.0	2.0	60.0
USP11	Missense_Mutation	2.0	7.0	22.22222222222222
OR4Q3	Missense_Mutation	3.0	2.0	60.0
IL4R	Missense_Mutation	6.0	1.0	85.71428571428571
THOP1	Missense_Mutation	1.0	4.0	20.0
LMTK2	Missense_Mutation	1.0	6.0	14.285714285714285
HYDIN	Missense_Mutation	7.0	5.0	58.333333333333336
SSTR3	Missense_Mutation	2.0	4.0	33.33333333333333
PYGL	Missense_Mutation	2.0	3.0	40.0
SLC7A13	Missense_Mutation	0.0	5.0	0.0
TRAPPC8	Missense_Mutation	2.0	7.0	22.22222222222222
PRAMEF1	Missense_Mutation	2.0	5.0	28.57142857142857
MAST4	Missense_Mutation	2.0	8.0	20.0
PIK3R1	Splice_Site	3.0	5.0	37.5
SMC3	Missense_Mutation	5.0	4.0	55.55555555555556
PRR16	Missense_Mutation	3.0	2.0	60.0
DPYD	Missense_Mutation	2.0	4.0	33.33333333333333
CSMD2	Silent	2.0	4.0	33.33333333333333
POTEE	Missense_Mutation	6.0	3.0	66.66666666666666
PTPRK	Missense_Mutation	3.0	3.0	50.0
MYH1	Silent	2.0	5.0	28.57142857142857
HIRA	Silent	2.0	3.0	40.0
CD163	Missense_Mutation	4.0	4.0	50.0
MAGEC1	Silent	3.0	8.0	27.27272727272727
DRP2	Missense_Mutation	2.0	3.0	40.0
SLC9C1	Missense_Mutation	4.0	7.0	36.36363636363637
ARID2	Frame_Shift_Del	2.0	3.0	40.0
KRT13	Missense_Mutation	4.0	2.0	66.66666666666666
TPP2	Missense_Mutation	1.0	4.0	20.0
PTCHD4	Missense_Mutation	4.0	6.0	40.0
SERPINB7	Missense_Mutation	4.0	2.0	66.66666666666666
NEFM	Missense_Mutation	5.0	4.0	55.55555555555556
DSG1	Missense_Mutation	2.0	6.0	25.0
KIAA1244	Missense_Mutation	2.0	8.0	20.0
EP400	Silent	9.0	27.0	25.0
LTN1	Missense_Mutation	4.0	1.0	80.0
PITX2	Missense_Mutation	2.0	4.0	33.33333333333333
DCHS2	Missense_Mutation	2.0	11.0	15.384615384615385
SYTL2	Missense_Mutation	0.0	6.0	0.0
NMBR	Missense_Mutation	1.0	5.0	16.666666666666664
TLR10	Missense_Mutation	2.0	5.0	28.57142857142857
KIAA1217	Missense_Mutation	4.0	7.0	36.36363636363637
ZNF217	Missense_Mutation	2.0	3.0	40.0
CLEC12A	Missense_Mutation	2.0	3.0	40.0
EPPK1	Silent	3.0	7.0	30.0
LRRIQ1	Missense_Mutation	3.0	4.0	42.857142857142854
BCL11B	Missense_Mutation	3.0	2.0	60.0
R3HDM1	Missense_Mutation	0.0	5.0	0.0
TAOK2	Missense_Mutation	2.0	4.0	33.33333333333333
RP11-343N15.1	RNA	1.0	5.0	16.666666666666664
ABCC12	Silent	4.0	2.0	66.66666666666666
NR2F2	Missense_Mutation	2.0	3.0	40.0
CSMD2	Missense_Mutation	3.0	7.0	30.0
CDH16	Missense_Mutation	4.0	2.0	66.66666666666666
OR8K3	Missense_Mutation	6.0	2.0	75.0
FHDC1	Missense_Mutation	2.0	3.0	40.0
SLC26A4	Missense_Mutation	2.0	5.0	28.57142857142857
TRIM71	Silent	4.0	1.0	80.0
MYLK	Missense_Mutation	4.0	3.0	57.14285714285714
USH1G	Missense_Mutation	1.0	4.0	20.0
GRB7	Missense_Mutation	2.0	5.0	28.57142857142857
GRIP1	Missense_Mutation	4.0	5.0	44.44444444444444
REPS1	Missense_Mutation	1.0	4.0	20.0
NUMA1	Missense_Mutation	5.0	8.0	38.46153846153847
CCDC88A	Missense_Mutation	2.0	6.0	25.0
FAM179A	Silent	3.0	2.0	60.0
SCN3A	Silent	0.0	5.0	0.0
GRIK3	Missense_Mutation	4.0	1.0	80.0
ELTD1	Missense_Mutation	5.0	1.0	83.33333333333334
COL5A1	Missense_Mutation	3.0	5.0	37.5
ESX1	Missense_Mutation	3.0	2.0	60.0
AFM	Missense_Mutation	6.0	3.0	66.66666666666666
FAM83G	Missense_Mutation	1.0	4.0	20.0
ATP2B2	Missense_Mutation	4.0	4.0	50.0
