0.001462387,0.185563387,0.289309409,1.34E-4,0.015100372,1.8E-4,0.021596443,3.38E-4,8.35E-5,0.076512456,0.173434184,0.017958672,0.25818952,0.078371247,0.007968121,0.020206186,0.001001744,0.019417898,0.002972818,1.29E-4,0.109013164,0.16724837,0.0220022,0.004658687,0.012923877,0.049890551,0.092457421,0.123736452,0.169283284,0.017774615,0.368357174,1.94E-4,0.112205137,0.043348685,0.458389826,6.91E-5,0.136206815,0.097534978,0.269751699,1.0
1.53E-5,0.697449555,0.219438831,7.4E-4,0.007414146,0.002139893,0.146940504,0.01625799,8.32E-5,0.074733096,0.23771544,0.128064437,0.196426955,0.069172074,0.007968121,0.096907216,0.011341526,0.044467012,0.006510366,0.004214281,0.061491796,0.46995623,0.053424092,0.003644227,0.022586776,0.101012404,0.060827251,0.134148291,0.415872015,0.02233069,0.204578165,1.94E-4,0.149620815,0.034828794,0.300862697,6.91E-5,0.185932724,0.128336503,0.28935294,1.0
0.006099939,0.077178825,0.330480554,6.68E-5,0.01329785,1.8E-4,0.055332063,0.001625205,1.09E-4,0.097864769,0.144205364,0.113865623,0.300667016,0.081366327,0.007968121,0.018969072,0.001001744,0.015143707,0.002972818,0.005206322,0.06016561,0.004355818,0.023377338,0.007935318,0.010723217,0.053538854,0.068126521,0.19890838,0.142028884,0.06182868,0.184544367,1.94E-4,0.360916747,0.022531148,0.191731878,0.013643407,0.035280722,0.03838055,0.147860857,1.0
1.53E-5,0.052262093,0.158225455,2.17E-4,0.005943221,1.8E-4,0.007269391,0.004753592,8.32E-5,0.051601423,0.074599093,0.225132971,0.095136944,0.032803252,0.009591749,0.006185567,0.022319862,0.009608281,0.004386417,0.001577042,0.056864048,0.091603362,0.025835396,0.003085503,0.005191557,0.09891463,0.0486618,0.091311032,0.083903816,0.018541386,0.102831488,1.94E-4,0.05859555,0.036864972,0.295720987,6.91E-5,0.02451845,0.034236416,0.119820679,1.0
1.59E-4,0.068389435,0.16145584,6.68E-5,0.008851062,1.8E-4,0.03853483,5.58E-4,8.32E-5,0.076512456,0.153024303,0.083221251,0.26115321,0.062183556,0.007968121,0.010721649,0.001001744,0.018852026,0.002972818,1.29E-4,0.080906955,0.221349196,0.012582508,0.003234323,0.01203361,0.119025903,0.0486618,0.048883021,0.129863797,0.037707218,0.183706593,1.94E-4,0.160409771,0.034154297,0.338830283,6.91E-5,0.01165615,0.09728838,0.37916667,1.0
1.53E-5,0.037017161,0.160280181,6.68E-5,0.003545526,0.002027689,0.001552685,0.002422369,8.32E-5,0.071174377,0.147257598,0.066454729,0.1585872,0.043143407,0.007968121,0.043298969,0.001001744,0.009903633,0.002972818,3.62E-4,0.088481325,0.013534081,0.026454208,0.003946876,0.009302791,0.096771251,0.116788321,0.147889321,0.178960288,0.025997073,0.199722174,1.94E-4,0.524322286,0.039544294,0.38660129,6.91E-5,0.057856363,0.078963635,0.367672586,1.0
0.002115293,0.062159168,0.27933649,4.78E-4,0.013034273,1.8E-4,0.03853483,9.78E-4,0.001026812,0.090747331,0.091998186,0.141651892,0.211202006,0.053269628,0.03072782,0.009896907,0.030160101,0.00782552,0.002972818,0.046035244,0.093699262,0.054827594,0.019475385,0.00495744,0.010783235,0.093761401,0.0486618,0.116901004,0.242167148,0.035007482,0.299231204,0.08524744,0.125780366,0.05998579,0.388069348,8.96E-4,0.074351507,0.031205826,0.109914958,1.0
4.77E-4,0.058242723,0.195170158,6.68E-5,0.008604491,1.8E-4,0.031618322,1.56E-4,8.32E-5,0.06405694,0.092516583,0.098963746,0.176409024,0.057405691,0.007968121,0.015670103,0.005542282,0.013701534,0.002972818,1.29E-4,0.098328513,0.282343736,0.034223735,0.002831656,0.007122137,0.066034294,0.0486618,0.16369233,0.085375954,0.022198043,0.120007065,1.94E-4,0.431809612,0.030150825,0.215075001,6.91E-5,0.009879606,0.031876443,0.140036983,1.0
5.56E-4,0.035531015,0.069601174,3.03E-4,0.004174709,0.001771222,6.35E-4,0.001393211,1.09E-4,0.042704626,0.088716447,0.191431803,0.090271035,0.038722099,0.007968121,0.004123711,0.015542015,0.00602236,0.00378617,5.62E-4,0.054943915,0.062018104,0.010193207,0.002019086,0.015354606,0.045603794,0.0486618,0.088440563,0.049492741,0.054873861,0.177382706,1.94E-4,0.298759794,0.026081391,0.219954165,6.91E-5,0.009879606,0.030523038,0.155697628,1.0
0.008828048,0.063542856,0.130435571,6.68E-5,0.005075969,1.8E-4,0.029077564,0.001165047,8.32E-5,0.051601423,0.143130216,0.14825457,0.144743418,0.10418598,0.007968121,0.004123711,0.001001744,0.004197026,0.002972818,3.62E-4,0.102987452,0.027827289,0.023583608,0.00235458,0.008242473,0.048841664,0.0486618,0.122243932,0.064928281,0.051824074,0.209086873,1.94E-4,0.493233335,0.027687124,0.26180985,6.91E-5,0.011128118,0.019285722,0.092964664,1.0
1.11E-4,0.077873673,0.392935499,3.92E-4,0.004191714,0.002540622,0.073752558,0.004787141,2.13E-4,0.060498221,0.114612801,0.028657456,0.152488694,0.102831063,0.007968121,0.016494845,0.001001744,0.017717623,0.002972818,6.29E-4,0.105568987,0.281134283,0.053097497,0.004285896,0.014144243,0.044554907,0.058394161,0.108412245,0.208613889,0.041705862,0.203119816,1.94E-4,0.260715632,0.021066505,0.238524847,6.91E-5,0.058294448,0.038107322,0.073577594,1.0
2.7E-4,0.038732921,0.186728808,6.68E-5,0.011724894,1.8E-4,0.034511963,7.3E-4,8.32E-5,0.081850534,0.154831889,0.14825457,0.219351535,0.070313057,0.007968121,0.011958763,0.005542282,0.022228628,0.002972818,1.29E-4,0.115461646,0.109981826,0.021658416,0.024002834,0.011843553,0.208682962,0.072992701,0.096578625,0.033988781,0.016640513,0.197663539,1.94E-4,0.188230611,0.027625878,0.276746463,6.91E-5,0.009879606,0.108162341,0.287127137,1.0
1.53E-5,0.090408966,0.186278153,6.68E-5,0.005662639,4.1E-4,0.030347943,0.064856496,8.35E-5,0.112099644,0.161363818,0.048404353,0.146822961,0.083790915,0.033899285,0.014020619,0.001001744,0.014856337,0.002972818,3.28E-4,0.090815774,0.097493044,0.027984048,0.003900857,0.075582675,0.200337468,0.0486618,0.0380292,0.110643526,0.036165283,0.172038609,1.94E-4,0.056542506,0.044976074,0.197052961,6.91E-5,0.013914543,0.079150606,0.249183332,1.0
0.002801988,0.05203248,0.137456572,6.68E-5,0.019632184,1.8E-4,0.017926459,0.024229631,8.32E-5,0.065836299,0.113736846,0.066454729,0.310250029,0.042002425,0.007968121,0.084123711,0.001001744,0.017148204,0.002972818,1.29E-4,0.080007862,0.225953995,0.0,0.003283497,0.017655297,0.108901861,0.075425791,0.081315591,0.115146343,0.234133178,0.027688338,1.94E-4,0.176729375,0.023447504,0.123378998,6.91E-5,0.009879606,0.086982474,0.255045616,1.0
0.003828854,0.024238905,0.080781883,6.68E-5,0.008230383,1.8E-4,0.028160068,0.001441219,8.32E-5,0.169039146,0.136163403,0.048404353,0.1585872,0.05034586,0.007968121,0.022268041,0.001001744,0.004808132,0.002972818,5.94E-4,0.066364376,0.009034331,0.037541254,0.005083436,0.008772632,0.098458592,0.158150852,0.066863973,0.326199327,0.028281488,0.285035576,1.94E-4,0.174383039,0.028423132,0.254969602,6.91E-5,0.05639776,0.122074051,0.356230528,1.0
0.00139876,0.043541788,0.074900291,0.002789668,0.013705968,0.001012241,0.00437575,0.008687752,9.26E-4,0.081850534,0.106225654,0.202955921,0.175435594,0.099907295,0.007968121,0.006597938,0.04022737,0.012540522,0.002972818,0.023843061,0.086578103,0.046441417,0.014163916,0.003667793,0.022196659,0.105207953,0.0486618,0.089325154,0.120038381,0.042197348,0.191387389,0.057631476,0.484685968,0.02517254,0.215480346,6.91E-5,0.009879606,0.022494735,0.072873136,1.0
7.95E-4,0.024125099,0.052974698,1.34E-4,0.021698282,9.47E-4,6.35E-4,0.005293644,8.32E-5,0.048042705,0.080273625,0.16735954,0.105207291,0.058617985,0.007968121,0.008659794,0.001001744,0.006625483,0.002972818,5.62E-4,0.14673413,0.033522707,0.004950495,0.00278007,0.01746524,0.092894929,0.0486618,0.072039886,0.066738999,0.049766657,0.143383608,1.94E-4,0.066346839,0.034533461,0.171793847,6.91E-5,0.019444266,0.028768655,0.074986729,1.0
0.005805841,0.09145591,0.208241644,6.68E-5,0.021179632,0.008145218,0.005222669,0.049859212,8.32E-5,0.065836299,0.118472943,0.066454729,0.093927907,0.072024531,0.008516623,0.011958763,0.001001744,0.010787031,0.002972818,0.003303648,0.11758734,0.053039693,0.013631051,0.003085503,0.010093028,0.059148121,0.0486618,0.066748173,0.191403804,0.030748021,0.231483625,1.94E-4,0.145661373,0.026567833,0.331625275,6.91E-5,0.022590102,0.031143614,0.107794201,1.0
0.001446484,0.040792767,0.148298672,6.68E-5,0.010083919,1.8E-4,0.021314136,0.005157963,2.13E-4,0.067615658,0.094938451,0.048404353,0.113823074,0.060258147,0.010380904,0.035051546,0.001001744,0.022787404,0.002972818,0.004850399,0.131168444,0.022224248,0.014112349,0.004083634,0.013784135,0.035479752,0.0486618,0.180751243,0.154269418,0.030834357,0.050721179,0.001274914,0.248585914,0.024288002,0.190162609,6.91E-5,0.057856363,0.032275785,0.075339012,1.0
1.53E-5,0.034616899,0.114581059,6.68E-5,0.008953092,1.8E-4,0.01228033,3.29E-4,8.32E-5,0.069395018,0.101007039,0.066454729,0.06160384,0.056336019,0.012173302,0.004948454,0.001001744,0.010787031,0.002972818,0.002608841,0.051638032,0.278113879,0.023085121,0.003184964,0.013844153,0.056138271,0.0486618,0.144301228,0.158109338,0.026411472,0.252980545,1.94E-4,0.13078728,0.039414961,0.293716311,6.91E-5,0.066510901,0.033981586,0.090848206,1.0
0.005740564,0.028796131,0.026278911,5.65E-4,0.005118482,1.8E-4,0.010092455,6.28E-5,8.32E-5,0.058718861,0.114612801,0.121033808,0.133647559,0.079654853,0.007968121,0.011134021,0.001001744,0.023345292,0.002972818,1.29E-4,0.073810035,0.131176497,0.02552599,8.17E-4,0.010593178,0.086327982,0.0486618,0.119895562,0.100558491,0.061264715,0.216429934,1.94E-4,0.105752713,0.019301082,0.163641866,6.91E-5,0.009879606,0.038970979,0.185394068,1.0
1.53E-5,0.06769659,0.183878226,6.68E-5,0.006989023,1.8E-4,0.005222669,0.006738931,0.001177119,0.108540925,0.095111663,0.141651892,0.114389771,0.062682736,0.007968121,0.013608247,0.011341526,0.003582373,0.002972818,0.002817093,0.068202397,0.005718713,0.039861799,0.014144736,0.006351906,0.042320321,0.0486618,0.206534742,0.217260479,0.017593681,0.177024682,1.94E-4,0.106318348,0.029100153,0.312594635,6.91E-5,0.013647755,0.071047251,0.255779173,1.0
0.002642095,0.063312241,0.162339027,6.68E-5,0.010602569,1.8E-4,0.075093514,6.26E-5,8.32E-5,0.104982206,0.126580477,0.048404353,0.223833031,0.056549954,0.007968121,0.02556701,0.001001744,0.032143792,0.002972818,0.004004135,0.092489384,0.360602247,0.045276403,0.00457203,0.010823247,0.031922656,0.104622871,0.163271219,0.187508488,0.089501208,0.215448949,1.94E-4,0.157099761,0.033041649,0.214872079,6.91E-5,0.075094218,0.062785736,0.155341045,1.0
0.00281799,0.071162485,0.132150863,6.68E-5,0.009335703,1.8E-4,0.051873809,0.010345022,8.32E-5,0.060498221,0.0,0.185547472,0.06980049,0.003565571,0.007968121,0.016907216,0.005542282,0.014856337,0.002972818,6.97E-4,0.0901912,0.075411815,0.044330996,0.003035216,0.013023907,0.064073331,0.0486618,0.058068788,0.211754947,0.015818725,0.232228314,1.94E-4,0.17987179,0.026263665,0.228978963,6.91E-5,0.010076193,0.025588751,0.045052309,1.0
1.53E-5,0.07208728,0.264812525,6.68E-5,0.016222696,7.36E-4,0.029924483,0.012062859,8.32E-5,0.060498221,0.162091306,0.048404353,0.1304185,0.043143407,0.007968121,0.011546392,0.001001744,0.018852026,0.002972818,0.001168109,0.12019443,0.087055887,0.034378438,0.002076239,0.011903571,0.048841664,0.0486618,0.1672716,0.10690055,0.01720856,0.137515604,1.94E-4,0.06557171,0.049565164,0.391011477,6.91E-5,0.10016943,0.06009173,0.168194001,1.0
1.53E-5,0.071277959,0.207325503,6.68E-5,0.002457211,1.8E-4,0.012844943,6.26E-5,8.32E-5,0.09252669,0.067898283,0.066454729,0.10286858,0.044854881,0.007968121,0.01443299,0.001001744,0.016577011,0.002972818,0.00316355,0.073180012,0.015061754,0.011293317,0.005576099,0.010453136,0.059148121,0.0486618,0.138594764,0.271282908,0.030013688,0.176311022,1.94E-4,0.163237944,0.030854284,0.328158053,6.91E-5,0.009879606,0.046028402,0.087674345,1.0
0.010528507,0.079264035,0.176853105,6.68E-5,0.015516992,0.022269312,0.010657068,0.005000015,8.32E-5,0.065836299,0.040380546,0.048404353,0.121665073,0.070027811,0.007968121,0.009484536,0.001001744,0.00602236,0.006322123,0.004214281,0.074880304,0.101576875,0.020077008,0.002934086,0.007252176,0.029460051,0.0486618,0.106792921,0.145082093,0.045402724,0.086338542,1.94E-4,0.104307202,0.01912545,0.150958947,6.91E-5,0.082099808,0.034779812,0.12796928,1.0
